% X                      u (1) @ t=0.0            u (1) @ t=0.0051         u (1) @ t=0.0101         u (1) @ t=0.0152         u (1) @ t=0.0202         u (1) @ t=0.0253         u (1) @ t=0.0303         u (1) @ t=0.0354         u (1) @ t=0.0404         u (1) @ t=0.0455         u (1) @ t=0.0505         u (1) @ t=0.0556         u (1) @ t=0.0606         u (1) @ t=0.0657         u (1) @ t=0.0707         u (1) @ t=0.0758         u (1) @ t=0.0808         u (1) @ t=0.0859         u (1) @ t=0.0909         u (1) @ t=0.096          u (1) @ t=0.101          u (1) @ t=0.1061         u (1) @ t=0.1111         u (1) @ t=0.1162         u (1) @ t=0.1212         u (1) @ t=0.1263         u (1) @ t=0.1313         u (1) @ t=0.1364         u (1) @ t=0.1414         u (1) @ t=0.1465         u (1) @ t=0.1515         u (1) @ t=0.1566         u (1) @ t=0.1616         u (1) @ t=0.1667         u (1) @ t=0.1717         u (1) @ t=0.1768         u (1) @ t=0.1818         u (1) @ t=0.1869         u (1) @ t=0.1919         u (1) @ t=0.197          u (1) @ t=0.202          u (1) @ t=0.2071         u (1) @ t=0.2121         u (1) @ t=0.2172         u (1) @ t=0.2222         u (1) @ t=0.2273         u (1) @ t=0.2323         u (1) @ t=0.2374         u (1) @ t=0.2424         u (1) @ t=0.2475         u (1) @ t=0.2525         u (1) @ t=0.2576         u (1) @ t=0.2626         u (1) @ t=0.2677         u (1) @ t=0.2727         u (1) @ t=0.2778         u (1) @ t=0.2828         u (1) @ t=0.2879         u (1) @ t=0.2929         u (1) @ t=0.298          u (1) @ t=0.303          u (1) @ t=0.3081         u (1) @ t=0.3131         u (1) @ t=0.3182         u (1) @ t=0.3232         u (1) @ t=0.3283         u (1) @ t=0.3333         u (1) @ t=0.3384         u (1) @ t=0.3434         u (1) @ t=0.3485         u (1) @ t=0.3535         u (1) @ t=0.3586         u (1) @ t=0.3636         u (1) @ t=0.3687         u (1) @ t=0.3737         u (1) @ t=0.3788         u (1) @ t=0.3838         u (1) @ t=0.3889         u (1) @ t=0.3939         u (1) @ t=0.399          u (1) @ t=0.404          u (1) @ t=0.4091         u (1) @ t=0.4141         u (1) @ t=0.4192         u (1) @ t=0.4242         u (1) @ t=0.4293         u (1) @ t=0.4343         u (1) @ t=0.4394         u (1) @ t=0.4444         u (1) @ t=0.4495         u (1) @ t=0.4545         u (1) @ t=0.4596         u (1) @ t=0.4646         u (1) @ t=0.4697         u (1) @ t=0.4747         u (1) @ t=0.4798         u (1) @ t=0.4848         u (1) @ t=0.4899         u (1) @ t=0.4949         u (1) @ t=0.5            
0.0                      100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    100.0                    
0.010101010101010102     50.0                     93.34945322168169        96.43774937214           97.32353199176691        97.76819040490312        98.04555672959586        98.23856483821687        98.38172881535888        98.49226691355236        98.57987267257288        98.65051572917758        98.70814296219334        98.75551830866576        98.79466872758876        98.8271353437914         98.85412238918016        98.8765899680496         98.89531466886946        98.91093104446249        98.92396124597308        98.93483700799666        98.9439164774275         98.95149741632856        98.95782775391945        98.96311413457046        98.96752890910597        98.9712158912677         98.9742951193061         98.97686680702782        98.9790146292629         98.98080845780444        98.98230664194196        98.98355791062932        98.98460295975612        98.98547577703968        98.98620474812724        98.9868135801602         98.98732207299189        98.98774676322792        98.9881014620817         98.98839770456446        98.98864512463292        98.98885176850304        98.98902435632364        98.98916850072251        98.9892888893336         98.98938943724204        98.98947341430484        98.98954355148832        98.98960212968048        98.98965105386642        98.98969191507912        98.98972604214072        98.9897545448761         98.98977835020496        98.98979823228558        98.98981483769067        98.98982870643432        98.98984028953323        98.98984996367416        98.98985804346384        98.98986479166004        98.98987042771662        98.98987513492033        98.98987906635112        98.98988234986064        98.98988509222984        98.98988738264164        98.98988929558108        98.9898908932576         98.98989222762832        98.98989334208748        98.98989427287768        98.98989505026856        98.98989569954114        98.9898962418101         98.98989669471015        98.9898970729698         98.9898973888902         98.9898976527452         98.98989787311544        98.98989805716748        98.98989821088672        98.9898983392722         98.98989844649904        98.98989853605433        98.9898986108504         98.98989867331969        98.98989872549366        98.9898987690691         98.98989880546308        98.98989883585912        98.98989886124572        98.98989888244849        98.9898989001569         98.98989891494688        98.9898989272994         98.98989893761616        98.98989894623264        98.9898989534291         
0.020202020202020204     50.0                     87.58349889763706        92.93851876571571        94.66513933542907        95.54545454540748        96.09677341888344        96.4810682155343         96.76637904643331        96.9867894764914         97.16153303536151        97.30247300629118        97.41746187037212        97.51200336248964        97.59013636179772        97.65493320398326        97.7087954781948         97.75363841133374        97.7910114355008         97.8221807579504         97.8481883872938         97.86989594767428        97.8880182312438         97.90314952991044        97.9157846852206         97.92633614345276        97.93514790645878        97.9425070193921         97.94865307358904        97.95378609212364        97.95807308716032        97.96165352061942        97.96464385595078        97.96714135474886        97.96922724486942        97.97096936485956        97.97242437169758        97.97363958419616        97.97465452232969        97.97550219271922        97.97621016217695        97.97680145427704        97.97729529813984        97.97770775379767        97.97805223448836        97.97833994286732        97.97858023532696        97.97878092627283        97.9789485422524         97.97908853420172        97.97920545471234        97.97930310608376        97.97938466397552        97.97945278068104        97.97950967138136        97.9795571861834         97.97959687028651        97.97963001423264        97.97965769587536        97.97968081543218        97.97970012475967        97.97971625180456        97.97972972102431        97.97974097044307        97.9797503658962         97.97975821292732        97.97976476672486        97.97977024042072        97.97977481202162        97.97977863019771        97.97978181911752        97.97978448248595        97.97978670691673        97.97978856474911        97.9797901164006         97.97979141233142        97.9797924946858         97.97979339866224        97.97979415365842        97.97979478422712        97.97979531087466        97.9797957507278         97.97979611809072        97.97979642491026        97.97979668116425        97.97979689518618        97.97979707393613        97.97979722322708        97.97979734791411        97.979797452052          97.97979753902744        97.9797976116688         97.9797976723385         97.97979772300953        97.97979776532964        97.9797978006752         97.9797978301956         97.97979785485089        97.97979787544284        97.97979789264112        97.97979790700506        
0.030303030303030304     50.0                     82.58447649681736        89.54856312854108        92.04198023831408        93.34068246940284        94.15924036576668        94.73141354360472        95.15685135343676        95.48580975252212        95.7467592293688         95.95730631586945        96.12912725062682        96.27041763766069        96.38719838432031        96.48405331378608        96.56456768514047        96.63160192314436        96.68747083909096        96.73406651515737        96.77294624240582        96.8053978535876         96.83248978984672        96.8551104139988         96.87399945052464        96.88977346624657        96.90294671736136        96.9139483181712         96.92313644475182        96.93081012201154        96.93721902582578        96.94257164604964        96.94704209098464        96.95077576303122        96.95389409482549        96.95649850252111        96.95867368625534        96.96049038595685        96.96200768257728        96.96327491984115        96.96433330915434        96.96521726994412        96.96595554906465        96.9665721556959         96.96708714215396        96.96751725601264        96.96787648474776        96.96817651061936        96.96842709058524        96.96863637360217        96.9688111656336         96.96895715098287        96.96907907714882        96.96918090921636        96.96926595880284        96.96933699175275        96.96939631808448        96.96944586711264        96.96948725019026        96.96952181311065        96.96955067987288        96.96957478923504        96.9695949252426         96.96961174272612        96.96962578859647        96.96963751963072        96.9696473173264         96.96965550030828        96.96966233469009        96.96966804272844        96.96967281005084        96.9696767916925         96.96968011713788        96.96968289453169        96.9696852141958         96.96968715156656        96.96968876964812        96.96969012106096        96.96969124975357        96.9696921924315         96.96969297975092        96.96969363731584        96.96969418651042        96.9696946451948         96.96969502828544        96.96969534824066        96.9696956154655         96.96969583865024        96.96969602505294        96.9696961807354         96.96969631076058        96.9696964193569         96.96969651005594        96.96969658580733        96.9696966490744         96.96969670191474        96.96969674604672        96.9696967829055         96.96969681368972        96.96969683940056        96.96969686087414        
0.04040404040404041      50.0                     78.25037556312992        86.30071720734898        89.46970201273814        91.16241181633646        92.23841087139624        92.99343468389507        93.55600517885328        93.9915427802942         94.3373103795407         94.61643606635168        94.84429882279578        95.03171509591576        95.1866434442199         95.315149853126          95.4219828748707         95.51093334104628        95.585070308306          95.64690310750493        95.6984974803818         95.74156196970766        95.77751418869576        95.8075328963761         95.83259966703828        95.85353267488304        95.87101434269336        95.88561411650768        95.89780730956996        95.90799074157924        95.91649574510168        95.9235989974818         95.92953155028002        95.93448636092782        95.93862457771276        95.94208078593712        95.94496738778858        95.9473782594388         95.9493918049026         95.95107350630936        95.95247805370978        95.95365112378668        95.95463086537296        95.95544914011896        95.95613255867494        95.95670334609616        95.9571800646192         95.95757821731812        95.95791075227316        95.95818848364878        95.95842044337522        95.95861417487087        95.95877597835737        95.95891111574512        95.95902398175306        95.95911824682622        95.95919697650037        95.9592627310941         95.95931764897158        95.95936351608285        95.95940182404358        95.95943381864312        95.95946054035788        95.95948285818808        95.95950149791793        95.95951706571852        95.9595300678605         95.95954092717844        95.95954999682148        95.9595575717378         95.95956389826652        95.95956918214874        95.95957359521832        95.95957728098992        95.95958035932624        95.95958293033588        95.95958507762911        95.95958687103672        95.9595883688809         95.95958961987222        95.95959066469332        95.95959153732218        95.95959226613704        95.95959287483927        95.959593383224          95.95959380782418        95.9595941624479         95.95959445862772        95.95959470599551        95.95959491259566        95.95959508514704        95.95959522926098        95.95959534962418        95.95959545015089        95.95959553411018        95.95959560423256        95.95959566279838        95.95959571171224        95.9595957525648         95.95959578668467        95.95959581518142        
0.05050505050505051      50.0                     74.49275408180713        83.2171472099242         86.96209034782721        89.01868273665235        90.33953830091237        91.27086290126938        91.96663886336492        92.50616342364512        92.93491729135418        93.28126167821154        93.56412018083238        93.79683698582312        93.98924998454603        94.14886870465662        94.2815781078974         94.39207988936704        94.48418262248092        94.56100146496216        94.62510155731046        94.67860486328564        94.723272231438          94.76056794293422        94.79171139810474        94.81771904417344        94.83943870035496        94.85757783901136        94.87272698967352        94.88537916508552        94.89594601816844        94.90477129845743        94.9121420697284         94.91829806709188        94.923439505387          94.9277335970181         94.93131999355305        94.93431532936296        94.9368170157998         94.93890640971271        94.94065145957326        94.94210891539228        94.94332617436748        94.94434282232277        94.94519192109033        94.94590108371403        94.94649337244743        94.9469880487531         94.94740119969632        94.94774626110436        94.9480344545058         94.94827515205948        94.94847618134094        94.94864407989836        94.9487843078562         94.94890142548044        94.94899924148037        94.94908093686914        94.94914916841157        94.94920615502303        94.94925374992962        94.9492935009356         94.9493267007586         94.94935442906946        94.94937758760322        94.94939692948412        94.94941308371736        94.94942657564472        94.94943784402874        94.94944725532152        94.94945511558184        94.9494616804283         94.94946716335224        94.94947174266034        94.94947556727344        94.9494787615694         94.94948142942798        94.94948365760888        94.94948551857335        94.94948707284075        94.94948837095636        94.94948945513546        94.94949036063588        94.94949111690497        94.9494917485367         94.9494922760721         94.94949271666675        94.94949308464903        94.94949339198588        94.94949364867182        94.94949386305458        94.94949404210588        94.94949419164855        94.9494943165458         94.94949442085922        94.94949450798129        94.94949458074514        94.94949464151712        94.94949469227352        94.949494734665          94.94949477007016        
0.06060606060606061      50.0                     71.23493372448816        80.31160788545358        84.5308982959742         86.91692064786355        88.46761921607808        89.56729580388715        90.39147060852538        91.03179364888116        91.5412733893264         91.95315482168772        92.2897135723884         92.56670771370602        92.79578292011188        92.98584474872088        93.14388141975768        93.27548134599245        93.3851743924892         93.47666739394232        93.55301366591648        93.61673954965975        93.66994176011336        93.71436404880252        93.7514586450404         93.78243612759644        93.8083062710801         93.82991171024796        93.84795580457272        93.8630257699082         93.87561191929524        93.88612368881762        93.89490299773242        93.90223539303686        93.90835934966762        93.9134740336808         93.91774578361574        93.9213135223523         93.92429327631308        93.92678194945752        93.92886047506556        93.93059644795936        93.9320463228472         93.9332572503271         93.93426861028394        93.93511329256188        93.93581876656756        93.93640797459284        93.93690007791108        93.93731107991098        93.93765434653426        93.93794104094182        93.93818048654433        93.93838047020314        93.93854749546236        93.93868699404634        93.93880350250156        93.93890080972687        93.9389820801899         93.93904995683664        93.93910664704116        93.93915399439032        93.93919353863764        93.939226565777          93.93925414986342        93.93927718794168        93.9392964292188         93.93931249942834        93.93932592117956        93.93933713095284        93.93934649329424        93.93935431267064        93.93936084337112        93.93936629777647        93.939370853266          93.93937465798598        93.93937783566736        93.93938048964948        93.93938270624082        93.9393845575258         93.9393861037089         93.9393873950726         93.93938847361248        93.93938937440312        93.93939012673852        93.93939075508496        93.93939127987645        93.93939171817944        93.93939208424776        93.93939238998594        93.93939264533682        93.93939285860448        93.93939303672452        93.93939318548937        93.93939330973691        93.93939341350784        93.9393935001767         93.93939357256212        93.93939363301796        93.9393936835104         93.9393937256814         
0.07070707070707072      50.0                     68.41043514503855        77.59128790923242        82.18580542605201        84.86384792448416        86.6273438118522         87.88616879604291        88.83312053151745        89.57049035795261        90.1580259721562         90.63345285104006        91.02217480907656        91.34223080647652        91.60699038289756        91.82669920985704        92.00940964073           92.16156824137376        92.28840456769072        92.39420033652216        92.48248370273336        92.55617463158012        92.61769693740526        92.66906663949254        92.711962847312          92.74778534003804        92.77770175004898        92.80268646382652        92.82355282872254        92.84097989366438        92.85553465440606        92.86769058319824        92.8778430770254         92.88632234443442        92.89340415990335        92.8993188409998         92.90425874335368        92.90838451890733        92.91183034192709        92.91470827326812        92.91711190511975        92.91911940492994        92.9207960575914         92.92219638861567        92.92336593737076        92.9243427380647         92.92515855664738        92.92583992385929        92.926408998026          92.9268842856577         92.92728124328924        92.92761278013349        92.92788967789404        92.92812094139066        92.92831409139951        92.92847540923164        92.92861014100372        92.92872266824376        92.92881665037989        92.92889514374656        92.92896070097764        92.92901545401884        92.92906118345978        92.92909937643904        92.92913127500672        92.92915791651616        92.9291801673593         92.92919875114194        92.92921427221567        92.9292272353317         92.92923806205536        92.92924710447582        92.92925465665604        92.92926096419563        92.92926623221828        92.92927063204198        92.92927430675076        92.92927737584742        92.9292799391402         92.92928207998833        92.92928386801296        92.92928536136138        92.92928660859782        92.9292876502829         92.92928852029256        92.92928924691992        92.92928985379508        92.92929036065392        92.92929078397968        92.92929113753895        92.9292914328298         92.92929167945506        92.9292918854352         92.92929205746864        92.92929220115           92.92929232115192        92.92929242137686        92.9292925050842         92.92929257499608        92.92929263338613        92.92929268215318        
0.08080808080808081      50.0                     65.96162139662736        75.05831315827793        79.93446865278975        82.86542355328174        84.82305444756852        86.23072947280617        87.29409402833821        88.12423389543821        88.78676785432692        89.32345247979825        89.76256833753163        90.1242849878584         90.42360055104838        90.6720370671152         90.87866626555652        91.05076009748656        91.19422297524238        91.31389215613152        91.41375525707316        91.49711345656438        91.56670754385388        91.62481748448494        91.67334239307549        91.71386554916826        91.74770770570412        91.7759710574985         91.79957565360483        91.81928963551955        91.8357543951437         91.8495055324466         91.86099032892989        91.87058232444966        91.87859348223924        91.8852843437804         91.89087250713924        91.89553970637252        91.89943772328476        91.9026933243788         91.90541238388028        91.90768332710428        91.9095800062456         91.9111641021726         91.9124871303642         91.9135921162416         91.91451499438728        91.91528577716024        91.9159295307145         91.91646719016234        91.91691624039382        91.91729128469284        91.91760451964193        91.91786613175982        91.91808462877138        91.91826711628173        91.91841952885336        91.9185468230006         91.91865313837695        91.91874193239852        91.91881609268025        91.91887803094238        91.9189297614406         91.9189729664701         91.91900905107474        91.9190391887394         91.91906435955232        91.91908538207772        91.91910293997611        91.91911760423694        91.91912985174746        91.91914008080136        91.9191486240513         91.91915575932696        91.91916171867022        91.91916669588112        91.91917085282056        91.9191743246736         91.91917722434631        91.91917964613714        91.9191816688036         91.91918335812356        91.91918476903436        91.91918594741938        91.9191869316001         91.91918775358246        91.91918844009764        91.91918901347135        91.91918949235           91.91918989230676        91.91919022634846        91.91919050533828        91.9191907383491         91.91919093295844        91.91919109549508        91.9191912312448         91.9191913446222         91.91919143931445        91.91919151840082        91.91919158445336        91.9191916396201         
0.09090909090909091      50.0                     63.8385217875209         72.71096623635417        77.7826351035763         80.9268084852217         83.05871265790555        84.6040152801732         85.7767666284246         86.69491733430327        87.42902945813604        88.02440373850179        88.51192249975333        88.91372038851026        89.24631857682986        89.52244454004662        89.75213938254589        89.94346371427537        90.10296889789976        90.23602595474075        90.3470646259409         90.4397532957205         90.51713829288568        90.58175412563344        90.63571214205476        90.68077267710456        90.71840424714716        90.74983239541686        90.77608015578755        90.79800166248675        90.81631011710007        90.83160108851676        90.8443719405218         90.85503803950252        90.86394628091           90.8713863808237         90.877600303439          90.88279013308338        90.88712464789135        90.89074480954916        90.89376834798924        90.89629359033005        90.898402658688          90.90016414091934        90.90163532117812        90.90286404284984        90.90389026445338        90.90474735911693        90.90546319989016        90.90606106618924        90.9065604008538         90.90697744243656        90.90732575328752        90.90761666060708        90.90785962481098        90.90806254718667        90.90823202684628        90.90837357533212        90.90849179585422        90.90859053298848        90.90867299770358        90.90874187178312        90.90879939503814        90.9088474381465         90.90888756348816        90.9089210759543         90.90894906538296        90.90897244200086        90.90899196602444        90.9090082723823         90.90902189136324        90.9090332658618         90.90904276578084        90.9090507000613         90.909057326729          90.90906286128566        90.9090674837172         90.90907134434671        90.90907456872344        90.90907726170524        90.90907951086892        90.90908138935814        90.90908295826208        90.90908426860209        90.9090853629909         90.90908627701846        90.90908704040926        90.90908767798912        90.90908821049236        90.9090886552361         90.90908902668365        90.90908933691462        90.90908959601784        90.90908981241944        90.90908999315688        90.90909014410778        90.90909027018112        90.90909037547696        90.90909046341942        90.90909053686848        90.90909059821276        
